topology,replication,seed,alpha,final_alignment,mean_alignment
ER,13,1942353,0.3,0.12222906578374797,0.27223563055180017
ER,13,1942353,0.5,0.0809243995767955,0.2599955991535091
ER,13,1942353,0.7,0.03786768271220306,0.24899262622004067
ER,13,1942353,0.9,0.029606864142895466,0.24504556890972612
ER,14,1942354,0.3,0.8353915138536823,0.8622125311065661
ER,14,1942354,0.5,0.6334036167027622,0.6799806600565061
ER,14,1942354,0.7,0.27259949886610174,0.3378119363346812
ER,14,1942354,0.9,0.21082551298418903,0.2846993631077983
ER,15,1942355,0.3,0.05812201061388657,0.27984059025489305
ER,15,1942355,0.5,0.046136509643595947,0.26993693837892896
ER,15,1942355,0.7,0.029401616842190566,0.257685987439901
ER,15,1942355,0.9,0.008360820089428685,0.24718112924081417
ER,16,1942356,0.3,0.13211419432695237,0.2512869031208786
ER,16,1942356,0.5,0.11640554873231901,0.2411455237500992
ER,16,1942356,0.7,0.07482818910029974,0.20208837963587753
ER,16,1942356,0.9,0.06049688648007084,0.18930055673730214
ER,17,1942357,0.3,0.5032153630563603,0.5714215833849451
ER,17,1942357,0.5,0.44839652355442694,0.5131334263325084
ER,17,1942357,0.7,0.276656633476043,0.3519428582567201
ER,17,1942357,0.9,0.19053199764659504,0.27846819419085805
ER,18,1942358,0.3,0.11297997809344976,0.2491330809413141
ER,18,1942358,0.5,0.08731618559299967,0.2260157435296031
ER,18,1942358,0.7,0.05138338079431214,0.1936781330569396
ER,18,1942358,0.9,0.03557941439793619,0.18128509190591166
ER,19,1942359,0.3,0.5628602646173656,0.5957641189792502
ER,19,1942359,0.5,0.44646293399145903,0.4885660711377955
ER,19,1942359,0.7,0.216746022966464,0.2794249693850067
ER,19,1942359,0.9,0.19169022325044185,0.2572034176487379
ER,20,1942360,0.3,0.21629030681562708,0.3025111280890382
ER,20,1942360,0.5,0.1573544066068578,0.2549909304170342
ER,20,1942360,0.7,0.10201086849252614,0.20803489567534314
ER,20,1942360,0.9,0.07086900709131014,0.1820472252944652
ER,21,1942361,0.3,0.5895464000982596,0.62493743578141
ER,21,1942361,0.5,0.5451630678110241,0.5792321417565293
ER,21,1942361,0.7,0.2914253300562486,0.34911516275618515
ER,21,1942361,0.9,0.2611673630424837,0.32365618501744653
ER,22,1942362,0.3,0.5069888594181305,0.5415111028167112
ER,22,1942362,0.5,0.41621647942835316,0.46949657961570357
ER,22,1942362,0.7,0.32805944126701586,0.287860605105865
ER,22,1942362,0.9,0.64580419505316,0.4467850797550866
ER,23,1942363,0.3,0.31478079116417645,0.4565512029443935
ER,23,1942363,0.5,0.23741047498884763,0.39190848308712817
ER,23,1942363,0.7,0.1371262950868676,0.30465955012497703
ER,23,1942363,0.9,0.11389917895651824,0.2844295966977935
ER,24,1942364,0.3,0.3337303694452706,0.448747848176808
ER,24,1942364,0.5,0.2552163941930029,0.37288113760748204
ER,24,1942364,0.7,0.1463798728776778,0.2729100769336877
ER,24,1942364,0.9,0.07123812144800443,0.20876293854894817
ER,25,1942365,0.3,0.8075633036818245,0.8331863108471399
ER,25,1942365,0.5,0.5198872547845481,0.5776729170574976
ER,25,1942365,0.7,0.19261291092863672,0.3018331504826251
ER,25,1942365,0.9,0.10712691732030222,0.2295708574035815
ER,26,1942366,0.3,0.4275964060436382,0.470872858145369
ER,26,1942366,0.5,0.4192387543111303,0.464040475114292
ER,26,1942366,0.7,0.30531183130306744,0.34318195310913385
ER,26,1942366,0.9,0.23656870222325274,0.28032271725530694
ER,27,1942367,0.3,0.1546994198558089,0.21755617131931734
ER,27,1942367,0.5,0.14062423245116426,0.19952064324492014
ER,27,1942367,0.7,0.09885973881759612,0.1619879547153783
ER,27,1942367,0.9,0.09105539690368604,0.15341301492666576
ER,28,1942368,0.3,0.12701485861487752,0.2906601655540228
ER,28,1942368,0.5,0.08173700957944387,0.25398098166344135
ER,28,1942368,0.7,0.04909427372562684,0.22388416927037524
ER,28,1942368,0.9,0.03670518817056635,0.21265479355056044
ER,29,1942369,0.3,0.44427577982503613,0.5462830917724355
ER,29,1942369,0.5,0.3106599233049422,0.420173900320235
ER,29,1942369,0.7,0.14681907423930252,0.2556753217296971
ER,29,1942369,0.9,0.11884433584629607,0.22994846966376598
ER,30,1942370,0.3,0.32282934804922153,0.5021797532053761
ER,30,1942370,0.5,0.23562094987744098,0.4155447541325902
ER,30,1942370,0.7,0.19379443431238264,0.3582667268632663
ER,30,1942370,0.9,0.12330744873488579,0.29937184614945916
ER,31,1942371,0.3,0.13298485961835563,0.28467343265578254
ER,31,1942371,0.5,0.11619267205043808,0.2881000438659284
ER,31,1942371,0.7,0.06081970138825711,0.24625542274591616
ER,31,1942371,0.9,0.036873200414467094,0.2291971884055081
ER,32,1942372,0.3,0.2978267080668492,0.40803133463899083
ER,32,1942372,0.5,0.23210126546944024,0.3550861778599808
ER,32,1942372,0.7,0.1626042611582606,0.29755249233752673
ER,32,1942372,0.9,0.1771439692655454,0.3177841222314729
ER,33,1942373,0.3,0.3022772333422505,0.4494931807528243
ER,33,1942373,0.5,0.21336438434908483,0.359533942453943
ER,33,1942373,0.7,0.11613490116759463,0.2764957256548561
ER,33,1942373,0.9,0.07028314333983647,0.24197580599329682
ER,34,1942374,0.3,0.2955453518636321,0.36932954921897376
ER,34,1942374,0.5,0.21049155735087138,0.29698349519048
ER,34,1942374,0.7,0.13185697241135955,0.231296965984822
ER,34,1942374,0.9,0.08501128877032321,0.1972122824484436
ER,35,1942375,0.3,0.4753922835097084,0.5752391959091557
ER,35,1942375,0.5,0.3636262968503448,0.48618773931507486
ER,35,1942375,0.7,0.2479919546320702,0.36906231075989987
ER,35,1942375,0.9,0.19097977182786635,0.31799271312163224
ER,36,1942376,0.3,0.1696525260832206,0.3250851096143911
ER,36,1942376,0.5,0.13003108474293498,0.29848629525920567
ER,36,1942376,0.7,0.05931680861621161,0.24949694336650824
ER,36,1942376,0.9,0.047930103232374476,0.22534795148959064
ER,37,1942377,0.3,0.28400983277875924,0.35923458822796017
ER,37,1942377,0.5,0.2696193806246585,0.3490263453707841
ER,37,1942377,0.7,0.15702338486225864,0.252263078993244
ER,37,1942377,0.9,0.1201199758103879,0.2199023415337757
ER,38,1942378,0.3,0.020208232986146827,0.20085020547750626
ER,38,1942378,0.5,0.026845307928167538,0.20937002614003233
ER,38,1942378,0.7,0.06952543711231383,0.24336374852353482
ER,38,1942378,0.9,0.19387330423749324,0.3078895509196001
ER,39,1942379,0.3,0.1423189976707223,0.23295108636038475
ER,39,1942379,0.5,0.13780507291624786,0.23188721590752692
ER,39,1942379,0.7,0.07428852748652588,0.1721842159198179
ER,39,1942379,0.9,0.04845825293452007,0.14982033888211935
ER,40,1942380,0.3,0.31924415907650083,0.46724473863388694
ER,40,1942380,0.5,0.19975768441566807,0.3642213634861867
ER,40,1942380,0.7,0.11888876482554935,0.2960049388027397
ER,40,1942380,0.9,0.08935926488671951,0.2706889855746981
ER,41,1942381,0.3,0.18218983984349568,0.2818026693642445
ER,41,1942381,0.5,0.16389836533256433,0.2679976043764653
ER,41,1942381,0.7,0.0984431745893148,0.20337055743358656
ER,41,1942381,0.9,0.07090037705583592,0.1767487379883519
ER,42,1942382,0.3,0.33982329658708715,0.4012222901044617
ER,42,1942382,0.5,0.28693123961745925,0.3501006715540849
ER,42,1942382,0.7,0.1719772365228641,0.24013981571456283
ER,42,1942382,0.9,0.1448815889769673,0.21553027879051057
ER,43,1942383,0.3,0.25309691492822284,0.4076235615993067
