topology,beta_level,beta_a,beta_b,replication,seed,alpha,final_alignment,mean_alignment
ER,Low heterogeneity,5.0,5.0,47,1942387,0.9,0.14185204557235806,0.24123594473007232
ER,Low heterogeneity,5.0,5.0,47,1942387,1.0,0.1333191564462328,0.23365949527750413
ER,Low heterogeneity,5.0,5.0,48,1942388,0.0,0.34295624996988244,0.43751797567405293
ER,Low heterogeneity,5.0,5.0,48,1942388,0.3,0.32021043317119696,0.4199816765687854
ER,Low heterogeneity,5.0,5.0,48,1942388,0.5,0.2753868011713314,0.391007253690749
ER,Low heterogeneity,5.0,5.0,48,1942388,0.7,0.189819892805678,0.31655257388456454
ER,Low heterogeneity,5.0,5.0,48,1942388,0.9,0.15176855753244978,0.28291684738112677
ER,Low heterogeneity,5.0,5.0,48,1942388,1.0,0.14559656139941732,0.2777830327571096
ER,Low heterogeneity,5.0,5.0,49,1942389,0.0,0.4909738768087546,0.5559009012332792
ER,Low heterogeneity,5.0,5.0,49,1942389,0.3,0.47100167168326024,0.5391051812135048
ER,Low heterogeneity,5.0,5.0,49,1942389,0.5,0.2793102124812128,0.3759556781340584
ER,Low heterogeneity,5.0,5.0,49,1942389,0.7,0.16959156024201338,0.2778477924406226
ER,Low heterogeneity,5.0,5.0,49,1942389,0.9,0.13806796985218683,0.2534996315216986
ER,Low heterogeneity,5.0,5.0,49,1942389,1.0,0.13494008006818875,0.2514692275882264
ER,Medium heterogeneity,2.0,5.0,0,1942340,0.0,0.13152960053359278,0.23571590135560064
ER,Medium heterogeneity,2.0,5.0,0,1942340,0.3,0.11355901534885153,0.22053889126245757
ER,Medium heterogeneity,2.0,5.0,0,1942340,0.5,0.08184982970871095,0.1946823344821665
ER,Medium heterogeneity,2.0,5.0,0,1942340,0.7,0.049736874397965286,0.16917128807286097
ER,Medium heterogeneity,2.0,5.0,0,1942340,0.9,0.033726333251084775,0.15602738066754926
ER,Medium heterogeneity,2.0,5.0,0,1942340,1.0,0.031532404146162485,0.15439675527819008
ER,Medium heterogeneity,2.0,5.0,1,1942341,0.0,0.056349208450547146,0.3065512006589066
ER,Medium heterogeneity,2.0,5.0,1,1942341,0.3,0.04959817756152506,0.291940093519455
ER,Medium heterogeneity,2.0,5.0,1,1942341,0.5,0.044996086945711444,0.2769431343917763
ER,Medium heterogeneity,2.0,5.0,1,1942341,0.7,0.03714873878278534,0.2630067155594792
ER,Medium heterogeneity,2.0,5.0,1,1942341,0.9,0.03424799597924579,0.2618245765044856
ER,Medium heterogeneity,2.0,5.0,1,1942341,1.0,0.03453986252754275,0.2648706326719395
ER,Medium heterogeneity,2.0,5.0,2,1942342,0.0,0.2298100422176746,0.3307455204112972
ER,Medium heterogeneity,2.0,5.0,2,1942342,0.3,0.19875414588393156,0.2999691808944667
ER,Medium heterogeneity,2.0,5.0,2,1942342,0.5,0.16433683900113413,0.26777725986510614
ER,Medium heterogeneity,2.0,5.0,2,1942342,0.7,0.12256039943371698,0.2461370935524808
ER,Medium heterogeneity,2.0,5.0,2,1942342,0.9,0.12045808423895742,0.2273576764604257
ER,Medium heterogeneity,2.0,5.0,2,1942342,1.0,0.12233650437990701,0.22663951636610108
ER,Medium heterogeneity,2.0,5.0,3,1942343,0.0,0.24717649954778864,0.3544446658382873
ER,Medium heterogeneity,2.0,5.0,3,1942343,0.3,0.24627958944064476,0.3413731986308045
ER,Medium heterogeneity,2.0,5.0,3,1942343,0.5,0.2616771304132636,0.3456590822414084
ER,Medium heterogeneity,2.0,5.0,3,1942343,0.7,0.27228902556623935,0.35101362006696374
ER,Medium heterogeneity,2.0,5.0,3,1942343,0.9,0.26732333059994084,0.34195693507626523
ER,Medium heterogeneity,2.0,5.0,3,1942343,1.0,0.26515346196472905,0.33924596054402273
ER,Medium heterogeneity,2.0,5.0,4,1942344,0.0,0.31864997827188535,0.4282469551363947
ER,Medium heterogeneity,2.0,5.0,4,1942344,0.3,0.20646703085823007,0.3362707794277603
ER,Medium heterogeneity,2.0,5.0,4,1942344,0.5,0.1674626566696576,0.27870736827045967
ER,Medium heterogeneity,2.0,5.0,4,1942344,0.7,0.08008195131950978,0.20462894428313022
ER,Medium heterogeneity,2.0,5.0,4,1942344,0.9,0.02655981845134013,0.16288243589228082
ER,Medium heterogeneity,2.0,5.0,4,1942344,1.0,0.01636185082302179,0.15616623212896097
ER,Medium heterogeneity,2.0,5.0,5,1942345,0.0,0.13258765114107507,0.42453372715711585
ER,Medium heterogeneity,2.0,5.0,5,1942345,0.3,0.09792956175761638,0.39457160750896786
ER,Medium heterogeneity,2.0,5.0,5,1942345,0.5,0.05778033043184512,0.36919752851309945
ER,Medium heterogeneity,2.0,5.0,5,1942345,0.7,0.0328747020830628,0.3607073071729386
ER,Medium heterogeneity,2.0,5.0,5,1942345,0.9,0.024432952155971053,0.36180633316099786
ER,Medium heterogeneity,2.0,5.0,5,1942345,1.0,0.023972185726100277,0.36340374134865555
ER,Medium heterogeneity,2.0,5.0,6,1942346,0.0,0.28249744637104096,0.37201281361093214
ER,Medium heterogeneity,2.0,5.0,6,1942346,0.3,0.23148117399566567,0.3272239220600215
ER,Medium heterogeneity,2.0,5.0,6,1942346,0.5,0.16445454202087834,0.2684439676249482
ER,Medium heterogeneity,2.0,5.0,6,1942346,0.7,0.11920470444213822,0.2303850894486302
ER,Medium heterogeneity,2.0,5.0,6,1942346,0.9,0.08350950571059203,0.20256906091672472
ER,Medium heterogeneity,2.0,5.0,6,1942346,1.0,0.07212860787634777,0.19439255172790645
ER,Medium heterogeneity,2.0,5.0,7,1942347,0.0,0.36393183277310437,0.4375835799820204
ER,Medium heterogeneity,2.0,5.0,7,1942347,0.3,0.33367002914550326,0.4119412912389131
ER,Medium heterogeneity,2.0,5.0,7,1942347,0.5,0.26862152323439953,0.3661466622923217
ER,Medium heterogeneity,2.0,5.0,7,1942347,0.7,0.20035908621762788,0.31473207680316023
ER,Medium heterogeneity,2.0,5.0,7,1942347,0.9,0.15238263305634733,0.26755090589751235
ER,Medium heterogeneity,2.0,5.0,7,1942347,1.0,0.13831274493525306,0.2583690990471196
ER,Medium heterogeneity,2.0,5.0,8,1942348,0.0,0.4478797257974627,0.5534560618983679
ER,Medium heterogeneity,2.0,5.0,8,1942348,0.3,0.351383425388755,0.4660143068700574
ER,Medium heterogeneity,2.0,5.0,8,1942348,0.5,0.23753379915102266,0.3618078104040537
ER,Medium heterogeneity,2.0,5.0,8,1942348,0.7,0.16431639216822633,0.2923300975706539
ER,Medium heterogeneity,2.0,5.0,8,1942348,0.9,0.14295892088677065,0.2675694438667133
ER,Medium heterogeneity,2.0,5.0,8,1942348,1.0,0.14019278372506955,0.2638424539449937
ER,Medium heterogeneity,2.0,5.0,9,1942349,0.0,0.33192058778202943,0.37731023013124226
ER,Medium heterogeneity,2.0,5.0,9,1942349,0.3,0.20583515086863613,0.27490706498485007
ER,Medium heterogeneity,2.0,5.0,9,1942349,0.5,0.16505316654842214,0.23186690046647387
ER,Medium heterogeneity,2.0,5.0,9,1942349,0.7,0.14156466153708797,0.21010369310423863
ER,Medium heterogeneity,2.0,5.0,9,1942349,0.9,0.13411715782189537,0.20286937239574337
ER,Medium heterogeneity,2.0,5.0,9,1942349,1.0,0.1254200093505136,0.20105056368292062
ER,Medium heterogeneity,2.0,5.0,10,1942350,0.0,0.3199456423668599,0.4269345419608365
ER,Medium heterogeneity,2.0,5.0,10,1942350,0.3,0.2697853139015814,0.38040052402583996
ER,Medium heterogeneity,2.0,5.0,10,1942350,0.5,0.23112283295206296,0.3501436166961086
ER,Medium heterogeneity,2.0,5.0,10,1942350,0.7,0.1449841802310246,0.2710717182038308
ER,Medium heterogeneity,2.0,5.0,10,1942350,0.9,0.07730427408794223,0.21567599319747716
ER,Medium heterogeneity,2.0,5.0,10,1942350,1.0,0.07360541374377941,0.21208646681679763
ER,Medium heterogeneity,2.0,5.0,11,1942351,0.0,0.2732899413107439,0.34561483624454903
ER,Medium heterogeneity,2.0,5.0,11,1942351,0.3,0.17238988152790383,0.2634627965797764
ER,Medium heterogeneity,2.0,5.0,11,1942351,0.5,0.21616688073000606,0.2490833268918911
ER,Medium heterogeneity,2.0,5.0,11,1942351,0.7,0.13659355751015165,0.1931811589304226
ER,Medium heterogeneity,2.0,5.0,11,1942351,0.9,0.10313819152093157,0.1736964867725978
ER,Medium heterogeneity,2.0,5.0,11,1942351,1.0,0.10484438944821604,0.17731704312888077
ER,Medium heterogeneity,2.0,5.0,12,1942352,0.0,0.21039929595145693,0.42230310596432036
ER,Medium heterogeneity,2.0,5.0,12,1942352,0.3,0.1683309873468372,0.3872554704390148
ER,Medium heterogeneity,2.0,5.0,12,1942352,0.5,0.1204020377889943,0.35312861882932256
ER,Medium heterogeneity,2.0,5.0,12,1942352,0.7,0.06511405952854338,0.30771886320717556
ER,Medium heterogeneity,2.0,5.0,12,1942352,0.9,0.03682604629398002,0.28671240330348546
ER,Medium heterogeneity,2.0,5.0,12,1942352,1.0,0.03601850156049505,0.28641698480829
ER,Medium heterogeneity,2.0,5.0,13,1942353,0.0,0.05747299890980664,0.20341359856025812
ER,Medium heterogeneity,2.0,5.0,13,1942353,0.3,0.06198410906551925,0.217920550999565
ER,Medium heterogeneity,2.0,5.0,13,1942353,0.5,0.06321045905994334,0.23624982202612202
ER,Medium heterogeneity,2.0,5.0,13,1942353,0.7,0.038228369547002,0.2287260233297729
ER,Medium heterogeneity,2.0,5.0,13,1942353,0.9,0.03215108870493745,0.23224536300453494
ER,Medium heterogeneity,2.0,5.0,13,1942353,1.0,0.03235967989175524,0.23539665336420174
ER,Medium heterogeneity,2.0,5.0,14,1942354,0.0,0.4292973997893611,0.5006397699750862
ER,Medium heterogeneity,2.0,5.0,14,1942354,0.3,0.3754786985557225,0.4399083505044347
ER,Medium heterogeneity,2.0,5.0,14,1942354,0.5,0.3493765393461828,0.4018872201990819
ER,Medium heterogeneity,2.0,5.0,14,1942354,0.7,0.29820165944361027,0.3057712815654781
ER,Medium heterogeneity,2.0,5.0,14,1942354,0.9,0.18800167588846048,0.21990588099174885
ER,Medium heterogeneity,2.0,5.0,14,1942354,1.0,0.16975545854597077,0.20793134595600615
ER,Medium heterogeneity,2.0,5.0,15,1942355,0.0,0.11288285753461479,0.3444579974131748
ER,Medium heterogeneity,2.0,5.0,15,1942355,0.3,0.08792011352425713,0.327882252122718
ER,Medium heterogeneity,2.0,5.0,15,1942355,0.5,0.07620128599363582,0.31942752098564753
ER,Medium heterogeneity,2.0,5.0,15,1942355,0.7,0.0486492686447955,0.30029567197248136
ER,Medium heterogeneity,2.0,5.0,15,1942355,0.9,0.040994314753720805,0.2973611416029869
ER,Medium heterogeneity,2.0,5.0,15,1942355,1.0,0.03970962857956806,0.29798269689708634
ER,Medium heterogeneity,2.0,5.0,16,1942356,0.0,0.10477930742844514,0.22685617313279802
ER,Medium heterogeneity,2.0,5.0,16,1942356,0.3,0.10181486418520137,0.22761657874306665
ER,Medium heterogeneity,2.0,5.0,16,1942356,0.5,0.08439332880381535,0.21153339333219828
ER,Medium heterogeneity,2.0,5.0,16,1942356,0.7,0.04285129604081331,0.1706580254572228
ER,Medium heterogeneity,2.0,5.0,16,1942356,0.9,0.01435951400971911,0.1434950137222475
ER,Medium heterogeneity,2.0,5.0,16,1942356,1.0,0.009851365502364488,0.13927066172845548
ER,Medium heterogeneity,2.0,5.0,17,1942357,0.0,0.42199814380133593,0.49165032637243605
ER,Medium heterogeneity,2.0,5.0,17,1942357,0.3,0.3124644309827435,0.3920542182590342
ER,Medium heterogeneity,2.0,5.0,17,1942357,0.5,0.24029744024199404,0.3246965694813856
ER,Medium heterogeneity,2.0,5.0,17,1942357,0.7,0.12850540294184992,0.22621302881289934
ER,Medium heterogeneity,2.0,5.0,17,1942357,0.9,0.03331879970973039,0.15392243811880854
ER,Medium heterogeneity,2.0,5.0,17,1942357,1.0,0.004403762608456111,0.1367238728309758
ER,Medium heterogeneity,2.0,5.0,18,1942358,0.0,0.11415266304466562,0.2525345147521413
ER,Medium heterogeneity,2.0,5.0,18,1942358,0.3,0.10203567355017501,0.23824383497505694
ER,Medium heterogeneity,2.0,5.0,18,1942358,0.5,0.07191125784146907,0.20711025129093205
ER,Medium heterogeneity,2.0,5.0,18,1942358,0.7,0.08769887989707205,0.21401905755459535
ER,Medium heterogeneity,2.0,5.0,18,1942358,0.9,0.07385459734396577,0.2124532366430426
ER,Medium heterogeneity,2.0,5.0,18,1942358,1.0,0.0728677091711006,0.21577075798712333
ER,Medium heterogeneity,2.0,5.0,19,1942359,0.0,0.3461229155226545,0.40279191444615536
ER,Medium heterogeneity,2.0,5.0,19,1942359,0.3,0.2888908212443255,0.348688050325917
ER,Medium heterogeneity,2.0,5.0,19,1942359,0.5,0.25141241433485134,0.3050662960646144
ER,Medium heterogeneity,2.0,5.0,19,1942359,0.7,0.14773465487280318,0.21070641775391918
ER,Medium heterogeneity,2.0,5.0,19,1942359,0.9,0.08433091553216664,0.15330008634686484
ER,Medium heterogeneity,2.0,5.0,19,1942359,1.0,0.07489473304443087,0.14407331772450468
ER,Medium heterogeneity,2.0,5.0,20,1942360,0.0,0.18479679764768422,0.2655494104385139
ER,Medium heterogeneity,2.0,5.0,20,1942360,0.3,0.1627422389688845,0.2496844240324531
ER,Medium heterogeneity,2.0,5.0,20,1942360,0.5,0.13849914181506864,0.2321575077073767
ER,Medium heterogeneity,2.0,5.0,20,1942360,0.7,0.07805346947372456,0.17876156610111765
ER,Medium heterogeneity,2.0,5.0,20,1942360,0.9,0.057422181057865646,0.16088859712421139
ER,Medium heterogeneity,2.0,5.0,20,1942360,1.0,0.05424243730619327,0.15831286466278408
ER,Medium heterogeneity,2.0,5.0,21,1942361,0.0,0.39084620473365256,0.45556118313930627
ER,Medium heterogeneity,2.0,5.0,21,1942361,0.3,0.3034564468349752,0.38068751994711475
ER,Medium heterogeneity,2.0,5.0,21,1942361,0.5,0.2570587669336772,0.33080603216088483
ER,Medium heterogeneity,2.0,5.0,21,1942361,0.7,0.1560178944575824,0.2319286273019283
ER,Medium heterogeneity,2.0,5.0,21,1942361,0.9,0.0903945081857088,0.17158603085990953
ER,Medium heterogeneity,2.0,5.0,21,1942361,1.0,0.08462569777393128,0.16586184372816895
ER,Medium heterogeneity,2.0,5.0,22,1942362,0.0,0.32392209674613726,0.37778841954649056
ER,Medium heterogeneity,2.0,5.0,22,1942362,0.3,0.2909520271384945,0.3446622338710686
ER,Medium heterogeneity,2.0,5.0,22,1942362,0.5,0.24176891354249433,0.29699107328672547
ER,Medium heterogeneity,2.0,5.0,22,1942362,0.7,0.1277603690207681,0.19346128136265173
ER,Medium heterogeneity,2.0,5.0,22,1942362,0.9,0.031724235069748856,0.11580863984060873
ER,Medium heterogeneity,2.0,5.0,22,1942362,1.0,0.0167787257557711,0.10749628080094313
ER,Medium heterogeneity,2.0,5.0,23,1942363,0.0,0.22386288832826462,0.368429347060541
ER,Medium heterogeneity,2.0,5.0,23,1942363,0.3,0.20009232873012098,0.3491237583279062
ER,Medium heterogeneity,2.0,5.0,23,1942363,0.5,0.14842963981597648,0.3168986191134281
ER,Medium heterogeneity,2.0,5.0,23,1942363,0.7,0.0799100915075668,0.2703921105849956
ER,Medium heterogeneity,2.0,5.0,23,1942363,0.9,0.024682342633038565,0.2319513151389836
ER,Medium heterogeneity,2.0,5.0,23,1942363,1.0,0.010054088337764838,0.22380646635827844
ER,Medium heterogeneity,2.0,5.0,24,1942364,0.0,0.41626616674695904,0.511360044866524
ER,Medium heterogeneity,2.0,5.0,24,1942364,0.3,0.37014212322631557,0.4631764855826455
ER,Medium heterogeneity,2.0,5.0,24,1942364,0.5,0.3249644602238004,0.4148347015077053
ER,Medium heterogeneity,2.0,5.0,24,1942364,0.7,0.19597066618879586,0.29867708913862384
ER,Medium heterogeneity,2.0,5.0,24,1942364,0.9,0.07612425273701444,0.20160741890069986
ER,Medium heterogeneity,2.0,5.0,24,1942364,1.0,0.059375817713073105,0.18918102502672657
ER,Medium heterogeneity,2.0,5.0,25,1942365,0.0,0.28353045311036157,0.38271514284234975
ER,Medium heterogeneity,2.0,5.0,25,1942365,0.3,0.2540741716073966,0.3581273482208846
ER,Medium heterogeneity,2.0,5.0,25,1942365,0.5,0.2190453579858667,0.3305205283860805
ER,Medium heterogeneity,2.0,5.0,25,1942365,0.7,0.18678620016952818,0.3096062958478335
ER,Medium heterogeneity,2.0,5.0,25,1942365,0.9,0.13336486410966428,0.2633513826101573
ER,Medium heterogeneity,2.0,5.0,25,1942365,1.0,0.11851798243374598,0.2504044016123681
ER,Medium heterogeneity,2.0,5.0,26,1942366,0.0,0.3211462671685393,0.37480267006125534
ER,Medium heterogeneity,2.0,5.0,26,1942366,0.3,0.24117683255917594,0.30802562160528923
ER,Medium heterogeneity,2.0,5.0,26,1942366,0.5,0.22237157638952337,0.28370801772387394
ER,Medium heterogeneity,2.0,5.0,26,1942366,0.7,0.1062946448418399,0.17240073425127792
ER,Medium heterogeneity,2.0,5.0,26,1942366,0.9,0.04680006122655174,0.11864494942925068
ER,Medium heterogeneity,2.0,5.0,26,1942366,1.0,0.03887496106748629,0.11155191328288244
ER,Medium heterogeneity,2.0,5.0,27,1942367,0.0,0.1624340843811925,0.24125603117281735
ER,Medium heterogeneity,2.0,5.0,27,1942367,0.3,0.13267425092060103,0.212677151188755
ER,Medium heterogeneity,2.0,5.0,27,1942367,0.5,0.08895694597054304,0.17428159477452182
ER,Medium heterogeneity,2.0,5.0,27,1942367,0.7,0.05044963758582302,0.14339510635997876
ER,Medium heterogeneity,2.0,5.0,27,1942367,0.9,0.021327557225267118,0.11945589937564546
ER,Medium heterogeneity,2.0,5.0,27,1942367,1.0,0.015432735468037825,0.11480413360329375
ER,Medium heterogeneity,2.0,5.0,28,1942368,0.0,0.11051972031197563,0.2902826153338773
ER,Medium heterogeneity,2.0,5.0,28,1942368,0.3,0.09613113352548777,0.2798746857054229
ER,Medium heterogeneity,2.0,5.0,28,1942368,0.5,0.06536343341984692,0.2567926398234316
ER,Medium heterogeneity,2.0,5.0,28,1942368,0.7,0.036837542624278345,0.24035147067306356
ER,Medium heterogeneity,2.0,5.0,28,1942368,0.9,0.02319339927361287,0.23527415567504192
ER,Medium heterogeneity,2.0,5.0,28,1942368,1.0,0.022552654549556985,0.23574258788823496
ER,Medium heterogeneity,2.0,5.0,29,1942369,0.0,0.245913600394126,0.36517993351379796
ER,Medium heterogeneity,2.0,5.0,29,1942369,0.3,0.2160047014278734,0.32813871636082526
ER,Medium heterogeneity,2.0,5.0,29,1942369,0.5,0.18767983745260386,0.28711064239371875
ER,Medium heterogeneity,2.0,5.0,29,1942369,0.7,0.17019799870136895,0.2617125969161786
ER,Medium heterogeneity,2.0,5.0,29,1942369,0.9,0.16670154816557456,0.25426674021460965
ER,Medium heterogeneity,2.0,5.0,29,1942369,1.0,0.18968810303324865,0.2679455665962683
ER,Medium heterogeneity,2.0,5.0,30,1942370,0.0,0.265055748499332,0.4830927383827728
ER,Medium heterogeneity,2.0,5.0,30,1942370,0.3,0.21781806259949196,0.42859673049945163
ER,Medium heterogeneity,2.0,5.0,30,1942370,0.5,0.18081035831350326,0.37140206071786624
ER,Medium heterogeneity,2.0,5.0,30,1942370,0.7,0.1698854152898212,0.34113650918199945
ER,Medium heterogeneity,2.0,5.0,30,1942370,0.9,0.17502814673442052,0.33326248029432254
ER,Medium heterogeneity,2.0,5.0,30,1942370,1.0,0.17349921084254774,0.33114304512032616
ER,Medium heterogeneity,2.0,5.0,31,1942371,0.0,0.1318993957736618,0.2809089974223681
ER,Medium heterogeneity,2.0,5.0,31,1942371,0.3,0.12503704387749745,0.26891553802815266
ER,Medium heterogeneity,2.0,5.0,31,1942371,0.5,0.09355454696202517,0.24646834603784815
ER,Medium heterogeneity,2.0,5.0,31,1942371,0.7,0.3148330839716084,0.34945016464658124
ER,Medium heterogeneity,2.0,5.0,31,1942371,0.9,0.5911867899664905,0.5601921467680082
ER,Medium heterogeneity,2.0,5.0,31,1942371,1.0,0.4251908164733606,0.5250106637573045
ER,Medium heterogeneity,2.0,5.0,32,1942372,0.0,0.3079991625463591,0.4004426796862478
ER,Medium heterogeneity,2.0,5.0,32,1942372,0.3,0.21704007547261192,0.33800331774487935
ER,Medium heterogeneity,2.0,5.0,32,1942372,0.5,0.14101261860957626,0.2980169841575123
ER,Medium heterogeneity,2.0,5.0,32,1942372,0.7,0.07950219787044258,0.26303014033540106
ER,Medium heterogeneity,2.0,5.0,32,1942372,0.9,0.02144835407655719,0.23274465959802576
ER,Medium heterogeneity,2.0,5.0,32,1942372,1.0,0.005660680377488925,0.2270246481382942
ER,Medium heterogeneity,2.0,5.0,33,1942373,0.0,0.4570165752075723,0.5641125143434802
ER,Medium heterogeneity,2.0,5.0,33,1942373,0.3,0.38478067675808275,0.49275904198263504
ER,Medium heterogeneity,2.0,5.0,33,1942373,0.5,0.25098747822345424,0.37300254718825565
ER,Medium heterogeneity,2.0,5.0,33,1942373,0.7,0.13316166582789812,0.26738268663102777
ER,Medium heterogeneity,2.0,5.0,33,1942373,0.9,0.08243093049130992,0.2227469499341688
ER,Medium heterogeneity,2.0,5.0,33,1942373,1.0,0.07364450978612866,0.21478494319082028
ER,Medium heterogeneity,2.0,5.0,34,1942374,0.0,0.2895525956488676,0.3652181483649289
ER,Medium heterogeneity,2.0,5.0,34,1942374,0.3,0.21602133690406483,0.30744018980549503
ER,Medium heterogeneity,2.0,5.0,34,1942374,0.5,0.20144880983684194,0.28754319995139405
ER,Medium heterogeneity,2.0,5.0,34,1942374,0.7,0.15056696998471478,0.23974885982092986
ER,Medium heterogeneity,2.0,5.0,34,1942374,0.9,0.133365647221593,0.2273868078184048
ER,Medium heterogeneity,2.0,5.0,34,1942374,1.0,0.12386461224074168,0.2214000847670572
ER,Medium heterogeneity,2.0,5.0,35,1942375,0.0,0.38532316496287955,0.47360747596778374
ER,Medium heterogeneity,2.0,5.0,35,1942375,0.3,0.292698837706902,0.40436993370924457
ER,Medium heterogeneity,2.0,5.0,35,1942375,0.5,0.25404794832075667,0.35834617701827803
ER,Medium heterogeneity,2.0,5.0,35,1942375,0.7,0.4283243553816845,0.40176098522477266
ER,Medium heterogeneity,2.0,5.0,35,1942375,0.9,0.4349291355707447,0.40914140037675156
ER,Medium heterogeneity,2.0,5.0,35,1942375,1.0,0.4915822227962973,0.4359621603419437
ER,Medium heterogeneity,2.0,5.0,36,1942376,0.0,0.1866864712531732,0.3402755792312175
ER,Medium heterogeneity,2.0,5.0,36,1942376,0.3,0.16361987787782317,0.3272029078466635
ER,Medium heterogeneity,2.0,5.0,36,1942376,0.5,0.11804265811521349,0.29614902936418436
ER,Medium heterogeneity,2.0,5.0,36,1942376,0.7,0.05570533139709736,0.2531944422081953
ER,Medium heterogeneity,2.0,5.0,36,1942376,0.9,0.03864522453910963,0.23967725663701092
ER,Medium heterogeneity,2.0,5.0,36,1942376,1.0,0.038247895272943554,0.23906012790772008
ER,Medium heterogeneity,2.0,5.0,37,1942377,0.0,0.26071613121117626,0.33690569224209516
ER,Medium heterogeneity,2.0,5.0,37,1942377,0.3,0.21221396470338097,0.29313648403203263
ER,Medium heterogeneity,2.0,5.0,37,1942377,0.5,0.19120286826234026,0.2622544665579757
ER,Medium heterogeneity,2.0,5.0,37,1942377,0.7,0.10846569826011013,0.19839331555679826
ER,Medium heterogeneity,2.0,5.0,37,1942377,0.9,0.07048327614452768,0.16839786792880526
ER,Medium heterogeneity,2.0,5.0,37,1942377,1.0,0.06822109041489573,0.166717130816769
ER,Medium heterogeneity,2.0,5.0,38,1942378,0.0,0.02738572874576233,0.19231011941938048
ER,Medium heterogeneity,2.0,5.0,38,1942378,0.3,0.02491953360071606,0.19675319292849097
ER,Medium heterogeneity,2.0,5.0,38,1942378,0.5,0.021984255799836604,0.20031277388359664
ER,Medium heterogeneity,2.0,5.0,38,1942378,0.7,0.0137942481574118,0.20087819873079726
ER,Medium heterogeneity,2.0,5.0,38,1942378,0.9,0.009813422721219187,0.20132644358008164
ER,Medium heterogeneity,2.0,5.0,38,1942378,1.0,0.009848131051163516,0.2016247078811785
ER,Medium heterogeneity,2.0,5.0,39,1942379,0.0,0.10899099269697292,0.20681467753088137
ER,Medium heterogeneity,2.0,5.0,39,1942379,0.3,0.08864478426501134,0.19219164917323434
ER,Medium heterogeneity,2.0,5.0,39,1942379,0.5,0.0714773447302187,0.18067605114666088
ER,Medium heterogeneity,2.0,5.0,39,1942379,0.7,0.04654307078302197,0.15720635867510094
ER,Medium heterogeneity,2.0,5.0,39,1942379,0.9,0.024767129827963256,0.139249866393426
ER,Medium heterogeneity,2.0,5.0,39,1942379,1.0,0.021441801668914025,0.1368332152486395
ER,Medium heterogeneity,2.0,5.0,40,1942380,0.0,0.27604348828059594,0.4133576907470376
ER,Medium heterogeneity,2.0,5.0,40,1942380,0.3,0.18770678929024773,0.34664746565933163
ER,Medium heterogeneity,2.0,5.0,40,1942380,0.5,0.12593055823384505,0.2960271765000756
ER,Medium heterogeneity,2.0,5.0,40,1942380,0.7,0.07041092981942859,0.25052708449457567
ER,Medium heterogeneity,2.0,5.0,40,1942380,0.9,0.05008659275278481,0.23905884320641327
ER,Medium heterogeneity,2.0,5.0,40,1942380,1.0,0.046639868901507515,0.2342799377032906
ER,Medium heterogeneity,2.0,5.0,41,1942381,0.0,0.12423937306781967,0.2300302785818435
ER,Medium heterogeneity,2.0,5.0,41,1942381,0.3,0.11501346533784866,0.22404285724773745
ER,Medium heterogeneity,2.0,5.0,41,1942381,0.5,0.10782215398975235,0.21528196229311977
ER,Medium heterogeneity,2.0,5.0,41,1942381,0.7,0.06809855119118007,0.17624137251804756
ER,Medium heterogeneity,2.0,5.0,41,1942381,0.9,0.047350806711582205,0.15579575627083342
ER,Medium heterogeneity,2.0,5.0,41,1942381,1.0,0.04410260660454013,0.1521028231353187
ER,Medium heterogeneity,2.0,5.0,42,1942382,0.0,0.26418461781633673,0.3267909142567313
ER,Medium heterogeneity,2.0,5.0,42,1942382,0.3,0.21866300196958383,0.2839718698266118
ER,Medium heterogeneity,2.0,5.0,42,1942382,0.5,0.1511660472829433,0.22292461267287328
ER,Medium heterogeneity,2.0,5.0,42,1942382,0.7,0.08219533106583536,0.15719751686135594
ER,Medium heterogeneity,2.0,5.0,42,1942382,0.9,0.053975130694517884,0.1310137779287101
ER,Medium heterogeneity,2.0,5.0,42,1942382,1.0,0.049603898622023274,0.12724843952771106
ER,Medium heterogeneity,2.0,5.0,43,1942383,0.0,0.188637299944356,0.3363435332068233
ER,Medium heterogeneity,2.0,5.0,43,1942383,0.3,0.19550814162664606,0.3303924553483751
ER,Medium heterogeneity,2.0,5.0,43,1942383,0.5,0.18361729559377768,0.31138454134205
ER,Medium heterogeneity,2.0,5.0,43,1942383,0.7,0.09550040733240396,0.23014982100128614
ER,Medium heterogeneity,2.0,5.0,43,1942383,0.9,0.03894665940479367,0.1829229432346465
ER,Medium heterogeneity,2.0,5.0,43,1942383,1.0,0.02686953097459344,0.17368911777722057
ER,Medium heterogeneity,2.0,5.0,44,1942384,0.0,0.2544372406447861,0.33784525888780187
ER,Medium heterogeneity,2.0,5.0,44,1942384,0.3,0.24806450316509385,0.32964192612485244
ER,Medium heterogeneity,2.0,5.0,44,1942384,0.5,0.22024475091197554,0.3039597652005154
ER,Medium heterogeneity,2.0,5.0,44,1942384,0.7,0.16400514263654534,0.25190528259557887
ER,Medium heterogeneity,2.0,5.0,44,1942384,0.9,0.13286100194911976,0.22513667823640304
ER,Medium heterogeneity,2.0,5.0,44,1942384,1.0,0.12620965303401652,0.21994383002691645
ER,Medium heterogeneity,2.0,5.0,45,1942385,0.0,0.28365201351713654,0.364776236426135
