topology,beta_level,beta_a,beta_b,replication,seed,alpha,final_alignment,mean_alignment
ER,Medium heterogeneity,2.0,5.0,45,1942385,0.3,0.22067055511826075,0.30886566623193445
ER,Medium heterogeneity,2.0,5.0,45,1942385,0.5,0.1556190556362748,0.24896640503480813
ER,Medium heterogeneity,2.0,5.0,45,1942385,0.7,0.08392409138444516,0.171129263897579
ER,Medium heterogeneity,2.0,5.0,45,1942385,0.9,0.06134086813371924,0.14857719176096418
ER,Medium heterogeneity,2.0,5.0,45,1942385,1.0,0.05756202506549295,0.1450263336899381
ER,Medium heterogeneity,2.0,5.0,46,1942386,0.0,0.5684494461498396,0.5898059343556359
ER,Medium heterogeneity,2.0,5.0,46,1942386,0.3,0.49529491192684905,0.5177873304911155
ER,Medium heterogeneity,2.0,5.0,46,1942386,0.5,0.36667697291866685,0.3948246963003674
ER,Medium heterogeneity,2.0,5.0,46,1942386,0.7,0.20961647598788954,0.2592020036070176
ER,Medium heterogeneity,2.0,5.0,46,1942386,0.9,0.11555899400079966,0.1839638540951459
ER,Medium heterogeneity,2.0,5.0,46,1942386,1.0,0.10168349379061489,0.17378898854438093
ER,Medium heterogeneity,2.0,5.0,47,1942387,0.0,0.317422120612026,0.3818045498478381
ER,Medium heterogeneity,2.0,5.0,47,1942387,0.3,0.2596640094809139,0.3322063337857971
ER,Medium heterogeneity,2.0,5.0,47,1942387,0.5,0.19192452718600117,0.2796183592718385
ER,Medium heterogeneity,2.0,5.0,47,1942387,0.7,0.12262262180909458,0.21970503992818305
ER,Medium heterogeneity,2.0,5.0,47,1942387,0.9,0.09146249999879481,0.191124422896742
ER,Medium heterogeneity,2.0,5.0,47,1942387,1.0,0.08690883352519951,0.1867123377973694
ER,Medium heterogeneity,2.0,5.0,48,1942388,0.0,0.27974634560863204,0.3809688529300046
ER,Medium heterogeneity,2.0,5.0,48,1942388,0.3,0.2421713845011351,0.3484176678518821
ER,Medium heterogeneity,2.0,5.0,48,1942388,0.5,0.20686767377253226,0.32372494942353575
ER,Medium heterogeneity,2.0,5.0,48,1942388,0.7,0.15242100561060035,0.282510496996105
ER,Medium heterogeneity,2.0,5.0,48,1942388,0.9,0.1406161058545446,0.27492776520097645
ER,Medium heterogeneity,2.0,5.0,48,1942388,1.0,0.14249873531018403,0.2773849560678775
ER,Medium heterogeneity,2.0,5.0,49,1942389,0.0,0.30950336843261983,0.3898347848773789
ER,Medium heterogeneity,2.0,5.0,49,1942389,0.3,0.2517355295182144,0.34323036391455297
ER,Medium heterogeneity,2.0,5.0,49,1942389,0.5,0.15402806292538176,0.2640335385466257
ER,Medium heterogeneity,2.0,5.0,49,1942389,0.7,0.09391830296051447,0.1949469563855722
ER,Medium heterogeneity,2.0,5.0,49,1942389,0.9,0.06687668360413275,0.17343997013665527
ER,Medium heterogeneity,2.0,5.0,49,1942389,1.0,0.06596012799177715,0.17381805103749037
ER,High heterogeneity,0.5,0.5,0,1942340,0.0,0.16350227906953796,0.26082486116701425
ER,High heterogeneity,0.5,0.5,0,1942340,0.3,0.14541166615560286,0.245707433880519
ER,High heterogeneity,0.5,0.5,0,1942340,0.5,0.11725485531011955,0.21921619708017856
ER,High heterogeneity,0.5,0.5,0,1942340,0.7,0.0811211505556578,0.1878812409407786
ER,High heterogeneity,0.5,0.5,0,1942340,0.9,0.06071185556819806,0.17380485627308678
ER,High heterogeneity,0.5,0.5,0,1942340,1.0,0.057688372929921954,0.17281981240656183
ER,High heterogeneity,0.5,0.5,1,1942341,0.0,0.05592686032782593,0.2978063656925767
ER,High heterogeneity,0.5,0.5,1,1942341,0.3,0.050356572926167756,0.28443262375018313
ER,High heterogeneity,0.5,0.5,1,1942341,0.5,0.05059937761938186,0.2813207426234716
ER,High heterogeneity,0.5,0.5,1,1942341,0.7,0.044803560833002146,0.26114199824894946
ER,High heterogeneity,0.5,0.5,1,1942341,0.9,0.04346749948309518,0.25453923017981445
ER,High heterogeneity,0.5,0.5,1,1942341,1.0,0.02830881146882092,0.24153688420245928
ER,High heterogeneity,0.5,0.5,2,1942342,0.0,0.3552130991548722,0.43622557028773523
ER,High heterogeneity,0.5,0.5,2,1942342,0.3,0.257079205481453,0.34346026282154135
ER,High heterogeneity,0.5,0.5,2,1942342,0.5,0.15224369432591445,0.24976810466341104
ER,High heterogeneity,0.5,0.5,2,1942342,0.7,0.07013455159757793,0.17100634114927207
ER,High heterogeneity,0.5,0.5,2,1942342,0.9,0.02203883633119185,0.13036100278794321
ER,High heterogeneity,0.5,0.5,2,1942342,1.0,0.008400476290890557,0.12009580131397055
ER,High heterogeneity,0.5,0.5,3,1942343,0.0,0.28674633813235606,0.39131413801593357
ER,High heterogeneity,0.5,0.5,3,1942343,0.3,0.23641116727942402,0.34350313258806814
ER,High heterogeneity,0.5,0.5,3,1942343,0.5,0.23345105873606892,0.3352449120854085
ER,High heterogeneity,0.5,0.5,3,1942343,0.7,0.2661941106159919,0.35350061140268724
ER,High heterogeneity,0.5,0.5,3,1942343,0.9,0.27160691944502313,0.34841867428945555
ER,High heterogeneity,0.5,0.5,3,1942343,1.0,0.2763868124419817,0.35000772375947004
ER,High heterogeneity,0.5,0.5,4,1942344,0.0,0.37946374045511216,0.5074195511103139
ER,High heterogeneity,0.5,0.5,4,1942344,0.3,0.292841579599904,0.41508051889747766
ER,High heterogeneity,0.5,0.5,4,1942344,0.5,0.2066201751396255,0.3261824076639196
ER,High heterogeneity,0.5,0.5,4,1942344,0.7,0.1351454076843255,0.2658751800387706
ER,High heterogeneity,0.5,0.5,4,1942344,0.9,0.08397548791378728,0.22182143807611934
ER,High heterogeneity,0.5,0.5,4,1942344,1.0,0.0735097288014738,0.213155148952093
ER,High heterogeneity,0.5,0.5,5,1942345,0.0,0.17628697310685884,0.5075985786488164
ER,High heterogeneity,0.5,0.5,5,1942345,0.3,0.1361874722653594,0.46446736045907133
ER,High heterogeneity,0.5,0.5,5,1942345,0.5,0.09246561036567812,0.44514938492151546
ER,High heterogeneity,0.5,0.5,5,1942345,0.7,0.05333293115771065,0.4253240304916785
ER,High heterogeneity,0.5,0.5,5,1942345,0.9,0.017286904881803823,0.4050900741706962
ER,High heterogeneity,0.5,0.5,5,1942345,1.0,0.0048466059067523385,0.400770065233864
ER,High heterogeneity,0.5,0.5,6,1942346,0.0,0.4750348375403683,0.5367423529740487
ER,High heterogeneity,0.5,0.5,6,1942346,0.3,0.38531039498180547,0.4633633030194102
ER,High heterogeneity,0.5,0.5,6,1942346,0.5,0.2855157220632506,0.37445910830870116
ER,High heterogeneity,0.5,0.5,6,1942346,0.7,0.21324416086420994,0.3087153731451548
ER,High heterogeneity,0.5,0.5,6,1942346,0.9,0.17654972542349517,0.27867407836337743
ER,High heterogeneity,0.5,0.5,6,1942346,1.0,0.17620961603774696,0.27952945897532055
ER,High heterogeneity,0.5,0.5,7,1942347,0.0,0.7021050048734414,0.7478849454677577
ER,High heterogeneity,0.5,0.5,7,1942347,0.3,0.5133390223315831,0.5777682338155067
ER,High heterogeneity,0.5,0.5,7,1942347,0.5,0.2802740936448325,0.3875659356937083
ER,High heterogeneity,0.5,0.5,7,1942347,0.7,0.170239326592623,0.3007868067099993
ER,High heterogeneity,0.5,0.5,7,1942347,0.9,0.10758927681385648,0.25773778075922993
ER,High heterogeneity,0.5,0.5,7,1942347,1.0,0.09281364793601976,0.2476544033600576
ER,High heterogeneity,0.5,0.5,8,1942348,0.0,0.6290772162352669,0.7700647855810416
ER,High heterogeneity,0.5,0.5,8,1942348,0.3,0.4730198768902981,0.6187099468168783
ER,High heterogeneity,0.5,0.5,8,1942348,0.5,0.3423916898094921,0.4940422370215541
ER,High heterogeneity,0.5,0.5,8,1942348,0.7,0.27317214444495413,0.42394441857912857
ER,High heterogeneity,0.5,0.5,8,1942348,0.9,0.2733242096055044,0.4143307687657013
ER,High heterogeneity,0.5,0.5,8,1942348,1.0,0.2785586003227492,0.41747835629146623
ER,High heterogeneity,0.5,0.5,9,1942349,0.0,0.2865730068925699,0.38487204503108496
ER,High heterogeneity,0.5,0.5,9,1942349,0.3,0.2768842207307104,0.3683275873011107
ER,High heterogeneity,0.5,0.5,9,1942349,0.5,0.25286521409554363,0.3529410110591878
ER,High heterogeneity,0.5,0.5,9,1942349,0.7,0.1448046130928033,0.2422563323876719
ER,High heterogeneity,0.5,0.5,9,1942349,0.9,0.15095055242504696,0.23446368308476
ER,High heterogeneity,0.5,0.5,9,1942349,1.0,0.13798885578408043,0.22893648413819762
ER,High heterogeneity,0.5,0.5,10,1942350,0.0,0.4653516454774079,0.584568197269669
ER,High heterogeneity,0.5,0.5,10,1942350,0.3,0.428922824765732,0.541482679851788
ER,High heterogeneity,0.5,0.5,10,1942350,0.5,0.3867920665737241,0.49474755350512917
ER,High heterogeneity,0.5,0.5,10,1942350,0.7,0.3552149585711033,0.45667766767931656
ER,High heterogeneity,0.5,0.5,10,1942350,0.9,0.2925706690732274,0.4111444591817528
ER,High heterogeneity,0.5,0.5,10,1942350,1.0,0.3058982220314651,0.4255609861495481
ER,High heterogeneity,0.5,0.5,11,1942351,0.0,0.31809376702921494,0.3970614405376152
ER,High heterogeneity,0.5,0.5,11,1942351,0.3,0.24208076028430023,0.3257542023304471
ER,High heterogeneity,0.5,0.5,11,1942351,0.5,0.14720668266971104,0.2374914688608721
ER,High heterogeneity,0.5,0.5,11,1942351,0.7,0.06746709450282976,0.16605096813933687
ER,High heterogeneity,0.5,0.5,11,1942351,0.9,0.02035973232873197,0.1250362177958137
ER,High heterogeneity,0.5,0.5,11,1942351,1.0,0.003258514057360689,0.11098540346275139
ER,High heterogeneity,0.5,0.5,12,1942352,0.0,0.36910958507195907,0.5737864092932873
ER,High heterogeneity,0.5,0.5,12,1942352,0.3,0.2788459219974085,0.49092653958210813
ER,High heterogeneity,0.5,0.5,12,1942352,0.5,0.27231157033142295,0.4872563423595154
ER,High heterogeneity,0.5,0.5,12,1942352,0.7,0.2019920118067968,0.4561941997964348
ER,High heterogeneity,0.5,0.5,12,1942352,0.9,0.2671204854053697,0.4890328256247247
ER,High heterogeneity,0.5,0.5,12,1942352,1.0,1.0091801581660416,0.8281094450117944
ER,High heterogeneity,0.5,0.5,13,1942353,0.0,0.10075781955045907,0.2686364262548713
ER,High heterogeneity,0.5,0.5,13,1942353,0.3,0.08247313238295778,0.26211791278937435
ER,High heterogeneity,0.5,0.5,13,1942353,0.5,0.06896054299924931,0.2629395370742885
ER,High heterogeneity,0.5,0.5,13,1942353,0.7,0.04262055569401654,0.24945967241796194
ER,High heterogeneity,0.5,0.5,13,1942353,0.9,0.03164950535065571,0.2442182248395967
ER,High heterogeneity,0.5,0.5,13,1942353,1.0,0.03289795264419938,0.24625984983013247
ER,High heterogeneity,0.5,0.5,14,1942354,0.0,0.7027644586489681,0.7540479005623504
ER,High heterogeneity,0.5,0.5,14,1942354,0.3,0.5799013901122045,0.637102957783447
ER,High heterogeneity,0.5,0.5,14,1942354,0.5,0.34472920498273496,0.4180573471691386
ER,High heterogeneity,0.5,0.5,14,1942354,0.7,0.23975587657266145,0.3218784559798421
ER,High heterogeneity,0.5,0.5,14,1942354,0.9,0.18751724932785102,0.27182731165443125
ER,High heterogeneity,0.5,0.5,14,1942354,1.0,0.17494864952288272,0.26069932523614003
ER,High heterogeneity,0.5,0.5,15,1942355,0.0,0.10661577642523858,0.31569814732142104
ER,High heterogeneity,0.5,0.5,15,1942355,0.3,0.1003412515964376,0.3097706970625647
ER,High heterogeneity,0.5,0.5,15,1942355,0.5,0.11864418550132777,0.32361086066493056
ER,High heterogeneity,0.5,0.5,15,1942355,0.7,0.15900101405148012,0.3477869668410265
ER,High heterogeneity,0.5,0.5,15,1942355,0.9,0.45758538070333976,0.4352204839658764
ER,High heterogeneity,0.5,0.5,15,1942355,1.0,0.8880390626923134,0.5343834917002255
ER,High heterogeneity,0.5,0.5,16,1942356,0.0,0.1316987950355056,0.25099128443329577
ER,High heterogeneity,0.5,0.5,16,1942356,0.3,0.10735832148973519,0.22952194263075204
ER,High heterogeneity,0.5,0.5,16,1942356,0.5,0.07957363085506475,0.20551899416749422
ER,High heterogeneity,0.5,0.5,16,1942356,0.7,0.04770807635430094,0.17786128281909336
ER,High heterogeneity,0.5,0.5,16,1942356,0.9,0.028801336700189837,0.15960750431932355
ER,High heterogeneity,0.5,0.5,16,1942356,1.0,0.04058005334057397,0.16338928828421304
ER,High heterogeneity,0.5,0.5,17,1942357,0.0,0.5640966302651508,0.6181660053634359
ER,High heterogeneity,0.5,0.5,17,1942357,0.3,0.47070595222081396,0.5302415475684752
ER,High heterogeneity,0.5,0.5,17,1942357,0.5,0.2959745680408557,0.3751226004127772
ER,High heterogeneity,0.5,0.5,17,1942357,0.7,0.14911955153741072,0.24812034723500234
ER,High heterogeneity,0.5,0.5,17,1942357,0.9,0.04590138962037804,0.167874141734856
ER,High heterogeneity,0.5,0.5,17,1942357,1.0,0.009338899940133254,0.14384563590851543
ER,High heterogeneity,0.5,0.5,18,1942358,0.0,0.13316807922127752,0.30037274845284795
ER,High heterogeneity,0.5,0.5,18,1942358,0.3,0.10982722128498075,0.2792047522275315
ER,High heterogeneity,0.5,0.5,18,1942358,0.5,0.0781084485205241,0.2506902296335404
ER,High heterogeneity,0.5,0.5,18,1942358,0.7,0.04292856902937381,0.222153881354459
ER,High heterogeneity,0.5,0.5,18,1942358,0.9,0.014098625232746355,0.19809662996209068
ER,High heterogeneity,0.5,0.5,18,1942358,1.0,0.0071386914363776015,0.19337446052538337
ER,High heterogeneity,0.5,0.5,19,1942359,0.0,0.7456913294127203,0.7713838195494078
ER,High heterogeneity,0.5,0.5,19,1942359,0.3,0.5268783793749344,0.5648707745589133
ER,High heterogeneity,0.5,0.5,19,1942359,0.5,0.46014116794079457,0.4963692532162666
ER,High heterogeneity,0.5,0.5,19,1942359,0.7,0.2573184824203016,0.3168596752713678
ER,High heterogeneity,0.5,0.5,19,1942359,0.9,0.21249999945325346,0.27594019319760776
ER,High heterogeneity,0.5,0.5,19,1942359,1.0,0.22938609043417735,0.2844895373372387
ER,High heterogeneity,0.5,0.5,20,1942360,0.0,0.28783240129549753,0.3635987193287423
ER,High heterogeneity,0.5,0.5,20,1942360,0.3,0.27833266932462336,0.3524422474861409
ER,High heterogeneity,0.5,0.5,20,1942360,0.5,0.21140670437433104,0.2979083590046122
ER,High heterogeneity,0.5,0.5,20,1942360,0.7,0.11114365155813306,0.2184462992488298
ER,High heterogeneity,0.5,0.5,20,1942360,0.9,0.07624274557758641,0.1912710162870878
ER,High heterogeneity,0.5,0.5,20,1942360,1.0,0.07625114346965929,0.1913918092059684
ER,High heterogeneity,0.5,0.5,21,1942361,0.0,0.7643806020904897,0.8018115651084856
ER,High heterogeneity,0.5,0.5,21,1942361,0.3,0.6068851520218552,0.6458176143590932
ER,High heterogeneity,0.5,0.5,21,1942361,0.5,0.44374622348346,0.4789269010763891
ER,High heterogeneity,0.5,0.5,21,1942361,0.7,0.17145680103018132,0.23916667853127477
ER,High heterogeneity,0.5,0.5,21,1942361,0.9,0.03785718291442196,0.1279375827149556
ER,High heterogeneity,0.5,0.5,21,1942361,1.0,0.0035892815305783856,0.10391617129211118
ER,High heterogeneity,0.5,0.5,22,1942362,0.0,0.6053269866560788,0.657247919545574
ER,High heterogeneity,0.5,0.5,22,1942362,0.3,0.5361730329720692,0.5879508507452021
ER,High heterogeneity,0.5,0.5,22,1942362,0.5,0.44506432803332385,0.4966365960426556
ER,High heterogeneity,0.5,0.5,22,1942362,0.7,0.2084250732017747,0.28371356383681373
ER,High heterogeneity,0.5,0.5,22,1942362,0.9,0.17318843916612722,0.25281891559976755
ER,High heterogeneity,0.5,0.5,22,1942362,1.0,0.19234142933698653,0.26753757487550517
ER,High heterogeneity,0.5,0.5,23,1942363,0.0,0.31079596189985403,0.47107276399368764
ER,High heterogeneity,0.5,0.5,23,1942363,0.3,0.26374178715491514,0.41627156381232583
ER,High heterogeneity,0.5,0.5,23,1942363,0.5,0.20302394702052287,0.35545130582202317
ER,High heterogeneity,0.5,0.5,23,1942363,0.7,0.1364143113849658,0.2990941820516144
ER,High heterogeneity,0.5,0.5,23,1942363,0.9,0.11998547019805678,0.28477377378314006
ER,High heterogeneity,0.5,0.5,23,1942363,1.0,0.12417575831039353,0.28758349640933334
ER,High heterogeneity,0.5,0.5,24,1942364,0.0,0.597666952613124,0.7024925828218452
ER,High heterogeneity,0.5,0.5,24,1942364,0.3,0.5123603683119744,0.6132823180068094
ER,High heterogeneity,0.5,0.5,24,1942364,0.5,0.42888049221789915,0.5294695343554979
ER,High heterogeneity,0.5,0.5,24,1942364,0.7,0.3439171826615378,0.4468711381394301
ER,High heterogeneity,0.5,0.5,24,1942364,0.9,0.32791950607448356,0.4067189541390112
ER,High heterogeneity,0.5,0.5,24,1942364,1.0,0.041094388096018654,0.2607649059070011
ER,High heterogeneity,0.5,0.5,25,1942365,0.0,0.5066325806296764,0.5882346217957054
ER,High heterogeneity,0.5,0.5,25,1942365,0.3,0.4724160904648825,0.5444585849144358
ER,High heterogeneity,0.5,0.5,25,1942365,0.5,0.4146824539667263,0.4899828735339585
ER,High heterogeneity,0.5,0.5,25,1942365,0.7,0.266987426867823,0.3622956080752636
ER,High heterogeneity,0.5,0.5,25,1942365,0.9,0.19884007717741398,0.3033326516883601
ER,High heterogeneity,0.5,0.5,25,1942365,1.0,0.1906815145180616,0.297238224134364
ER,High heterogeneity,0.5,0.5,26,1942366,0.0,0.6076947437740138,0.6485219529608397
ER,High heterogeneity,0.5,0.5,26,1942366,0.3,0.46202422393859277,0.513448537389931
ER,High heterogeneity,0.5,0.5,26,1942366,0.5,0.313803242261537,0.37182081446693604
ER,High heterogeneity,0.5,0.5,26,1942366,0.7,0.20747037138870048,0.2655399494907422
ER,High heterogeneity,0.5,0.5,26,1942366,0.9,0.17564880968450355,0.2366987199366927
ER,High heterogeneity,0.5,0.5,26,1942366,1.0,0.16867784159456817,0.23117873342794992
ER,High heterogeneity,0.5,0.5,27,1942367,0.0,0.18946476738934928,0.2643399003028845
ER,High heterogeneity,0.5,0.5,27,1942367,0.3,0.15592805789923825,0.2337581950761403
ER,High heterogeneity,0.5,0.5,27,1942367,0.5,0.1321908098853064,0.21413362422250296
ER,High heterogeneity,0.5,0.5,27,1942367,0.7,0.08794762083456188,0.1784967455005059
ER,High heterogeneity,0.5,0.5,27,1942367,0.9,0.06524396861754754,0.1623262807417675
ER,High heterogeneity,0.5,0.5,27,1942367,1.0,0.06176811609564275,0.16056794573919858
ER,High heterogeneity,0.5,0.5,28,1942368,0.0,0.10965043522921429,0.2730348724732983
ER,High heterogeneity,0.5,0.5,28,1942368,0.3,0.10029693823521342,0.2633724885595957
ER,High heterogeneity,0.5,0.5,28,1942368,0.5,0.07563390023551385,0.2430056678153202
ER,High heterogeneity,0.5,0.5,28,1942368,0.7,0.04807164391018206,0.23082133827448642
ER,High heterogeneity,0.5,0.5,28,1942368,0.9,0.03826744409247502,0.23318148186690552
ER,High heterogeneity,0.5,0.5,28,1942368,1.0,0.03720155837905465,0.23670908782325664
ER,High heterogeneity,0.5,0.5,29,1942369,0.0,0.49318995413211564,0.6196643671154107
ER,High heterogeneity,0.5,0.5,29,1942369,0.3,0.4015739622734172,0.5202517868648968
ER,High heterogeneity,0.5,0.5,29,1942369,0.5,0.2908125960537428,0.40015033064110395
ER,High heterogeneity,0.5,0.5,29,1942369,0.7,0.19691555445160167,0.30598207200407956
ER,High heterogeneity,0.5,0.5,29,1942369,0.9,0.13743504652429736,0.2587232662556532
ER,High heterogeneity,0.5,0.5,29,1942369,1.0,0.12468747345778564,0.2505071295541268
ER,High heterogeneity,0.5,0.5,30,1942370,0.0,0.3544069344873657,0.5676634190236011
ER,High heterogeneity,0.5,0.5,30,1942370,0.3,0.29997122879284155,0.5019103044463444
ER,High heterogeneity,0.5,0.5,30,1942370,0.5,0.24331077252555167,0.43575630550883976
ER,High heterogeneity,0.5,0.5,30,1942370,0.7,0.23919312006453602,0.40615779705448596
ER,High heterogeneity,0.5,0.5,30,1942370,0.9,0.6119368187266858,0.6245155828299009
ER,High heterogeneity,0.5,0.5,30,1942370,1.0,1.3386166308754095,0.9975108125325753
ER,High heterogeneity,0.5,0.5,31,1942371,0.0,0.23430133843950543,0.37367372389734366
ER,High heterogeneity,0.5,0.5,31,1942371,0.3,0.20449743617976057,0.35633464612584753
ER,High heterogeneity,0.5,0.5,31,1942371,0.5,0.11970387236839013,0.2943933784123248
ER,High heterogeneity,0.5,0.5,31,1942371,0.7,0.07979946009525585,0.27406514571674806
ER,High heterogeneity,0.5,0.5,31,1942371,0.9,0.05851867068258101,0.2612471416659619
ER,High heterogeneity,0.5,0.5,31,1942371,1.0,0.05393552370969929,0.2591891196397111
ER,High heterogeneity,0.5,0.5,32,1942372,0.0,0.3251519458675506,0.45394860285647975
ER,High heterogeneity,0.5,0.5,32,1942372,0.3,0.25241608912282104,0.38132899681559934
ER,High heterogeneity,0.5,0.5,32,1942372,0.5,0.19826334934549117,0.32941793612729586
ER,High heterogeneity,0.5,0.5,32,1942372,0.7,0.14767939216621748,0.3010004656602834
ER,High heterogeneity,0.5,0.5,32,1942372,0.9,0.1080136139086635,0.2825440496022425
ER,High heterogeneity,0.5,0.5,32,1942372,1.0,0.10359919940050606,0.2833945427246821
ER,High heterogeneity,0.5,0.5,33,1942373,0.0,0.5467616785670893,0.6273529948309531
ER,High heterogeneity,0.5,0.5,33,1942373,0.3,0.4034048498387863,0.4958174944107255
ER,High heterogeneity,0.5,0.5,33,1942373,0.5,0.2843012665494384,0.3894626171186944
ER,High heterogeneity,0.5,0.5,33,1942373,0.7,0.15564268561101222,0.27537895070456214
ER,High heterogeneity,0.5,0.5,33,1942373,0.9,0.10768252791682865,0.2251950904221066
ER,High heterogeneity,0.5,0.5,33,1942373,1.0,0.20108684759206058,0.2698479349428722
ER,High heterogeneity,0.5,0.5,34,1942374,0.0,0.5093469679913967,0.54704012879852
ER,High heterogeneity,0.5,0.5,34,1942374,0.3,0.3704613199908169,0.42446583225023704
ER,High heterogeneity,0.5,0.5,34,1942374,0.5,0.27265883357314713,0.3401585268126013
ER,High heterogeneity,0.5,0.5,34,1942374,0.7,0.13717496544322516,0.2285227775143589
ER,High heterogeneity,0.5,0.5,34,1942374,0.9,0.033405276352500714,0.14859185830017024
ER,High heterogeneity,0.5,0.5,34,1942374,1.0,0.029711698184496364,0.14666543873708746
ER,High heterogeneity,0.5,0.5,35,1942375,0.0,0.6008200274140074,0.7102311071756423
ER,High heterogeneity,0.5,0.5,35,1942375,0.3,0.4414940754309945,0.56649722093212
ER,High heterogeneity,0.5,0.5,35,1942375,0.5,0.2955048186710999,0.43383673592040095
ER,High heterogeneity,0.5,0.5,35,1942375,0.7,0.1521457982266382,0.31315378845766084
ER,High heterogeneity,0.5,0.5,35,1942375,0.9,0.045134628044005004,0.23653265190196804
ER,High heterogeneity,0.5,0.5,35,1942375,1.0,0.003460864699271904,0.2157050335563395
ER,High heterogeneity,0.5,0.5,36,1942376,0.0,0.32159184805003777,0.4721263940261246
ER,High heterogeneity,0.5,0.5,36,1942376,0.3,0.2207826922327136,0.39054493131778817
ER,High heterogeneity,0.5,0.5,36,1942376,0.5,0.14368800711033494,0.34723529736773084
ER,High heterogeneity,0.5,0.5,36,1942376,0.7,0.08830918143216063,0.33062470765066054
ER,High heterogeneity,0.5,0.5,36,1942376,0.9,0.3131216099081254,0.44096877937745016
ER,High heterogeneity,0.5,0.5,36,1942376,1.0,0.3013897827145466,0.4262591852416271
ER,High heterogeneity,0.5,0.5,37,1942377,0.0,0.27828119705933274,0.3583097900246163
ER,High heterogeneity,0.5,0.5,37,1942377,0.3,0.25004519845038586,0.33119763058455615
ER,High heterogeneity,0.5,0.5,37,1942377,0.5,0.23971955929640024,0.32141113128371207
ER,High heterogeneity,0.5,0.5,37,1942377,0.7,0.1536201819804812,0.24483072281431578
ER,High heterogeneity,0.5,0.5,37,1942377,0.9,0.1101074406366203,0.20865783069140317
ER,High heterogeneity,0.5,0.5,37,1942377,1.0,0.11307303654851847,0.2119605642325886
ER,High heterogeneity,0.5,0.5,38,1942378,0.0,0.033100315447430986,0.2091375787204543
ER,High heterogeneity,0.5,0.5,38,1942378,0.3,0.02838523524904197,0.19720478175821676
ER,High heterogeneity,0.5,0.5,38,1942378,0.5,0.023842179274583007,0.18946317658304085
ER,High heterogeneity,0.5,0.5,38,1942378,0.7,0.017368828091479778,0.17824409583763726
ER,High heterogeneity,0.5,0.5,38,1942378,0.9,0.010648521014796247,0.17166301425734729
ER,High heterogeneity,0.5,0.5,38,1942378,1.0,0.027125876685181002,0.18378287547323152
ER,High heterogeneity,0.5,0.5,39,1942379,0.0,0.2464866063828358,0.3249366030051804
ER,High heterogeneity,0.5,0.5,39,1942379,0.3,0.16999450518650264,0.25935499605916706
ER,High heterogeneity,0.5,0.5,39,1942379,0.5,0.12839954979966126,0.22449645025829773
ER,High heterogeneity,0.5,0.5,39,1942379,0.7,0.08075341187746361,0.1885668981384124
ER,High heterogeneity,0.5,0.5,39,1942379,0.9,0.06127634482955762,0.17430007277497628
ER,High heterogeneity,0.5,0.5,39,1942379,1.0,0.05760373840919663,0.1722480044277539
ER,High heterogeneity,0.5,0.5,40,1942380,0.0,0.430896965568245,0.5633352876018636
ER,High heterogeneity,0.5,0.5,40,1942380,0.3,0.28422645161423343,0.4211954040770617
ER,High heterogeneity,0.5,0.5,40,1942380,0.5,0.20934322932226143,0.35974726235454946
ER,High heterogeneity,0.5,0.5,40,1942380,0.7,0.11860384076520616,0.2937486578285679
ER,High heterogeneity,0.5,0.5,40,1942380,0.9,0.07460669235813713,0.26421268859948543
ER,High heterogeneity,0.5,0.5,40,1942380,1.0,0.07577116148135334,0.2661097059246277
ER,High heterogeneity,0.5,0.5,41,1942381,0.0,0.21438682635675002,0.31819281539481387
ER,High heterogeneity,0.5,0.5,41,1942381,0.3,0.16039244635641964,0.2682522141020207
ER,High heterogeneity,0.5,0.5,41,1942381,0.5,0.13314756542443837,0.2489146148738091
ER,High heterogeneity,0.5,0.5,41,1942381,0.7,0.06971361241079731,0.20048704952572277
ER,High heterogeneity,0.5,0.5,41,1942381,0.9,0.03306980912920647,0.1759399770146453
ER,High heterogeneity,0.5,0.5,41,1942381,1.0,0.035739141983119734,0.17871948020276449
ER,High heterogeneity,0.5,0.5,42,1942382,0.0,0.31680941450656547,0.3928575728020374
ER,High heterogeneity,0.5,0.5,42,1942382,0.3,0.28493463264142815,0.35883626000905366
ER,High heterogeneity,0.5,0.5,42,1942382,0.5,0.22943277751171307,0.2982675592012433
ER,High heterogeneity,0.5,0.5,42,1942382,0.7,0.15619566778958888,0.22772841718975
ER,High heterogeneity,0.5,0.5,42,1942382,0.9,0.11463355861934967,0.1908340194672492
ER,High heterogeneity,0.5,0.5,42,1942382,1.0,0.11383783852609053,0.19171182747480783
ER,High heterogeneity,0.5,0.5,43,1942383,0.0,0.2925079304984129,0.4394407454407451
ER,High heterogeneity,0.5,0.5,43,1942383,0.3,0.2493963316720166,0.3984426113158318
ER,High heterogeneity,0.5,0.5,43,1942383,0.5,0.18136500544814557,0.32718152564891084
ER,High heterogeneity,0.5,0.5,43,1942383,0.7,0.14973703721887838,0.2959620944940843
ER,High heterogeneity,0.5,0.5,43,1942383,0.9,0.11979813334764061,0.26644047753347055
ER,High heterogeneity,0.5,0.5,43,1942383,1.0,0.11331251686493253,0.25973454368431936
ER,High heterogeneity,0.5,0.5,44,1942384,0.0,0.4120537319365798,0.4782792768060351
ER,High heterogeneity,0.5,0.5,44,1942384,0.3,0.3538015862974697,0.426708310570418
ER,High heterogeneity,0.5,0.5,44,1942384,0.5,0.29925945028243145,0.3810034675458946
